id	hisat_out.SRR941816.fastq.bam	hisat_out.SRR941817.fastq.bam	hisat_out.SRR941818.fastq.bam	hisat_out.SRR941819.fastq.bam
YKL163W	1974.55344458407	965.787682672371	248.172984001535	173.211775041884
YKL162C	265.831155627371	147.550895963834	12.7268196923864	33.4418773595717
YKL161C	88.8347152982606	57.9472609603422	299.08026277108	150.917190135503
YKL160W	726.156498536539	805.359617606238	435.893574464234	460.468926720257
YKL159C	127.868150808102	153.989480514984	111.359672308381	127.765121194261
YKL157W	3227.66132250347	2424.66363222025	474.074033541393	464.756346894561
YKL156W	562.619863555651	511.867471816356	4670.74282710581	4529.23067213481
YKL155C	57.8771629973516	106.773193806557	384.986295694689	315.554124828779
YKL154W	39.0334355098418	30.5832766179584	311.807082463467	344.708582014047
YNCK0006C	0	0	0	0
YKL152C	43238.2787006261	36294.3011148277	12526.3722822313	12715.630752951
YKL151C	2129.34120608861	1022.66184620752	149.54013138554	134.624993473148
YKL150W	5527.26906624708	3498.29760612436	1164.50400185336	1177.3255798639
YKL149C	264.485175092549	134.13717814894	69.9975083081252	116.617828741071
YKL148C	1938.21197014387	2581.8724050108	178.17547569341	231.52068941242
YKL146W	1380.3030384601	840.771832637558	279.990033232501	302.691864305867
YKL145W	1796.21102372013	2181.07051670177	668.158033850286	810.322412943468
YKL144C	30.957552300909	48.8259328462143	531.344722157132	502.485644428437
YKL143W	245.641447605039	303.686571329201	1434.94892031657	1403.70136506715
YKL142W	6001.72720477188	5191.10879436399	470.892328618297	469.901251103726
YKL141W	5772.23752358471	3265.9720135704	461.347213849007	469.901251103726
YKL140W	135.271043749624	160.428065066133	120.904787077671	127.765121194261
YKL139W	134.598053482213	75.6533684760024	454.983804002814	433.886921639571
YKL138C-A	191.129235944743	181.353464857367	63.634098461932	79.7460152420556
YKL138C	185.745313805454	341.244981210904	117.723082154574	145.772285926338
YKL137W	122.484228668814	246.275859081455	114.541377231478	87.4633715558029
YKL135C	732.213410943239	680.880316284021	372.259476002302	415.022272872634
YKL134C	28.9385814986758	63.8492967988956	41.3621640002558	63.4538185797002
YKL133C	374.182588680552	159.354967640941	130.449901846961	117.475312775931
YKL132C	10.094854011166	26.8274356297881	22.2719344616762	23.152068941242
YKL130C	52.4932408580631	91.7498298538752	187.720590462699	175.784227146467
YKL129C	594.923396391382	526.890835769038	60.4523935388354	83.1759513814989
YKL128C	130.560111877747	64.9223942240871	162.266951077927	163.779450658415
YNCK0007W	0	1.07309742519152	0	0
YKL127W	102.967510913893	195.303731384857	38.1804590771592	63.4538185797002
YKL126W	693.179975433397	545.670040709889	292.716852924887	366.145682885567
YKL125W	188.437274875098	87.4574401531091	1002.23705077543	1018.69103341465
YKL124W	553.870990079307	193.69408524707	187.720590462699	204.081200296874
YKL122C	113.73535519247	267.201258872689	429.530164618041	457.038990580813
YKL121W	304.864591137213	185.109305845538	111.359672308381	106.328020322741
YKL120W	23.5546593593873	20.9253997912347	4473.47712187382	2394.09542533139
YKL119C	24.2276496267983	105.700096381365	57.2706886157388	95.1807278695503
YNCK0008W	0	0	0	0
YKL117W	2788.19867788404	3258.46033159406	343.624131694433	469.901251103726
YKL116C	105.659471983537	248.958602644433	85.9060329236082	150.059706100642
YKL114C	116.427316262114	199.059572373027	238.627869232245	210.94107257576
YKL113C	17.4977469526877	115.894521920684	28.6353443078694	57.4514303356745
YKL112W	146.711878295612	334.269847947159	194.084000308893	210.083588540899
YKL110C	164.882615515711	167.939747042473	836.788394774406	661.977674912548
YKL109W	2913.3748676225	3030.96367745346	244.991279078438	218.658428889507
YKL108W	37.6874549750197	42.9238970076609	89.0877378467048	54.0214941962312
YKL107W	406.486121516283	78.8726607515769	76.3609181543184	47.1616219173447
YKL106C-A	1.34598053482213	0.536548712595761	6.3634098461932	4.28742017430407
YKL106W	38.3604452424307	21.4619485038305	715.883607696735	590.8065000191
YKL105C	312.940474346145	293.492145789882	66.8158033850286	66.8837547191434
YKL104C	541.757165265908	690.538193110745	391.349705540882	300.976896236145
YKL104W-A	0	0	0	0
YKL103C	1360.78632070517	1339.22558663902	101.814557539091	86.6058875209421
YKL102C	0	0.536548712595761	0	0
YKL101W	82.10481262415	249.495151357029	19.0902295385796	78.8885312071948
YKL100C	668.279335539188	554.254820111422	162.266951077927	191.218939773961
YKL099C	49.8012797884188	82.6285017397473	1084.96137877594	1181.6130000382
YKL098W	248.333408674683	210.327095337538	194.084000308893	294.97450799212
YKL097C	3.36495133705533	0.536548712595761	0	0
YKL096C-B	24.9006398942094	3.75584098817033	6.3634098461932	2.57245210458244
YKL096W-A	9917.85757083687	12091.1252383455	1934.47659324273	2545.01261546689
YKL096W	1580.18114788118	2602.26125608944	2596.27121724683	2352.07870762321
YKL095W	217.375856373774	99.2615118302159	209.992524924376	174.069259076745
YKL094W	4060.15028329096	2043.71404627726	722.247017542928	646.542962285053
YKL093W	3556.08057300007	1203.47876235229	260.899803693921	137.19744557773
YKL092C	40.3794160446639	78.8726607515769	41.3621640002558	66.0262706842826
YKL091C	532.335301522153	442.116139178907	92.2694427698014	98.6106640089935
YKL090W	70.6639780781619	67.0685890744702	225.901049539859	241.810497830749
YKL089W	6.72990267411065	27.3639843423838	25.4536393847728	59.1663984053961
YKL088W	314.959445148379	334.806396659755	283.171738155597	258.960178527966
YKL087C	76.7208904848614	90.6767324286837	184.538885539603	180.929131355632
YKL086W	26.9196106964426	11.8040716771068	15.908524615483	20.5796168366595
YKL085W	3885.17281376408	5194.86463535216	302.261967694177	319.841545003083
YKL084W	21.5356885571541	39.1680560194906	6.3634098461932	15.4347126274946
YKL082C	881.617250308495	402.948083159417	2249.4653806293	2135.99273083829
YKL081W	719.426595862429	1802.80367432176	6207.50630496147	5331.83572876454
YNCK0009W	0.672990267411065	1.60964613778728	6.3634098461932	8.57484034860813
YKL080W	780.668710196836	918.034847251348	960.874886775173	1240.7793984436
YKL079W	160.171683643834	125.552398747408	289.535148001791	224.660817133533
YKL078W	8.07588320893278	20.3888510786389	1078.59796892975	873.776231523169
YKL077W	736.924342815116	621.323409185892	636.34098461932	682.557291749207
YKL075C	486.5719633382	453.920210856014	515.436197541649	451.036602336788
YKL074C	210.645953699663	228.033202853199	365.896066156109	331.846321491135
YKL073W	162.190654446067	427.092775226226	174.993770770313	217.800944854647
YKL072W	58.5501532647627	45.6066405706397	206.810820001279	177.499195216188
YNCK0010W	0	0.536548712595761	0	0
YKL071W	115.754325994703	66.5320403618744	63.634098461932	79.7460152420556
YKL070W	57.2041727299406	31.1198253305542	95.451147692898	61.7388505099785
YKL069W	205.262031560375	214.082936325709	95.451147692898	80.6034992769164
YNCK0011C	1.34598053482213	0	0	0
YKL068W-A	14.1327956156324	12.3406203897025	521.799607387842	392.727687966252
YKL068W	239.584535198339	141.648860125281	703.156788004349	612.24360089062
YNCK0012C	0	0	3.1817049230966	0
YKL067W	2039.83350052294	2406.42097599199	260.899803693921	252.95779028394
YKL065W-A	53.8392213928852	11.8040716771068	25.4536393847728	19.7221328017987
YKL065C	1661.61297023792	1103.68070180948	257.718098770825	297.546960096702
YKL064W	1575.4702160093	1292.54584864319	394.531410463978	353.283422362655
YKL063C	306.883561939446	224.277361865028	429.530164618041	406.447432524025
