	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
YIL133C	YIL133C	5017.56134758057	3.24328088075799	0.442410312605889	7.33093417658912	2.28553908420939e-13	2.42507290148812e-12
YKL021C	YKL021C	709.205948664529	3.11824852799372	0.425800689467291	7.32325852242017	2.42020907244722e-13	2.5633208928252e-12
YLR038C	YLR038C	1924.4959157337	-2.96053683201053	0.40454020924796	-7.31827582112089	2.5117719061863e-13	2.6554960387244e-12
YER113C	YER113C	218.037287639849	3.35395173042865	0.458417207041155	7.31637399057656	2.54761022764622e-13	2.68853209068899e-12
YIL052C	YIL052C	3794.96819192933	3.12721344132008	0.427495876601352	7.31518971874497	2.57018005520602e-13	2.7074720473636e-12
YJR085C	YJR085C	834.688865297757	-3.06541326764126	0.419267669755841	-7.3113514081026	2.64468878074089e-13	2.78095910032305e-12
YML118W	YML118W	727.729070146018	-3.71868128783928	0.509252355119831	-7.30223679960056	2.83022583447713e-13	2.97072270833917e-12
YMR309C	YMR309C	1212.88383467265	2.94367460271463	0.403447672273101	7.29629839262526	2.95792520884114e-13	3.09920714636539e-12
YDL082W	YDL082W	4026.50069485346	3.35036223464012	0.459323368356064	7.29412537104566	3.00605424042107e-13	3.1440106582404e-12
YGL055W	YGL055W	15742.270244828	-3.29630617791658	0.452006593290232	-7.29260640629644	3.04015282575617e-13	3.1740062567654e-12
YHR143W-A	YHR143W-A	734.783084096666	3.00534620282485	0.412432019282055	7.28688865635708	3.17194835570086e-13	3.30571201411742e-12
YAL056W	YAL056W	430.405868461764	-3.40304625398157	0.467282073338413	-7.28263814973495	3.2735442692705e-13	3.40553264389296e-12
YOR369C	YOR369C	10926.4127257431	3.52284559614625	0.483788085892245	7.28179485786448	3.29407731635936e-13	3.42081752516255e-12
YIL057C	YIL057C	10861.4547197077	-5.07026987934581	0.696910684376799	-7.2753510500127	3.45520744731682e-13	3.58179646352825e-12
YDR178W	YDR178W	1258.79832047774	-3.10994115666776	0.427477546540253	-7.2750982638451	3.4616837952129e-13	3.58216996264345e-12
YDL085W	YDL085W	688.360885786051	-4.38404888020583	0.602704729502741	-7.27395798573353	3.49104605414941e-13	3.60618284641148e-12
YMR013C	YMR013C	161.090728573242	3.42341505777576	0.47107645277639	7.26721753464673	3.66967606561944e-13	3.78403040780512e-12
YGR070W	YGR070W	411.705338159615	-3.53436060989693	0.486405040383848	-7.26629108758367	3.69491932660822e-13	3.80336423478811e-12
YOR341W	YOR341W	2328.97182084938	2.87134850606435	0.395247356915782	7.26468743136002	3.73901843118405e-13	3.84200543007807e-12
YJR069C	YJR069C	129.721790551012	3.84532775278341	0.529667430147568	7.25989089363506	3.87402681323687e-13	3.97376095361267e-12
YML023C	YML023C	250.95493764813	3.22559242211126	0.444487971697921	7.25687223838627	3.96143548097807e-13	4.0563160160994e-12
YDR184C	YDR184C	478.717606725912	3.07571229071567	0.423955736954792	7.25479577846506	4.02268310386807e-13	4.1118420487531e-12
YJL133W	YJL133W	185.307624250667	3.53908044594679	0.488296359246405	7.24781247889847	4.23556454641931e-13	4.32189922445608e-12
YFL030W	YFL030W	1571.42293365682	-2.94741457856099	0.407424264551881	-7.23426372703354	4.68061437030734e-13	4.76706107710122e-12
YOR036W	YOR036W	1436.16133156168	-3.20996439000455	0.443730130533528	-7.23404648258837	4.68811196928514e-13	4.76706107710122e-12
YJR121W	YJR121W	6429.703952743	-3.32484882148867	0.459671907305109	-7.23309118667065	4.72122158152435e-13	4.79240811143642e-12
YLL041C	YLL041C	1814.26266531777	-3.52633420368013	0.487555944771425	-7.23267604773712	4.73568135396662e-13	4.79876915055061e-12
YDR129C	YDR129C	2725.33097711272	-2.88104871285685	0.39913172025565	-7.21829052076216	5.26451538517354e-13	5.3193665713749e-12
YDR055W	YDR055W	1061.74730917279	-2.96872127137009	0.41128214752846	-7.21821087837191	5.26759879016124e-13	5.3193665713749e-12
YPL069C	YPL069C	146.289606322412	3.46521030470012	0.480558910636865	7.21079190917055	5.56274087193339e-13	5.60453893307216e-12
YDL027C	YDL027C	462.385981211999	-3.45516938732628	0.479176818214009	-7.2106355232384	5.56913378700358e-13	5.60453893307216e-12
YPR002W	YPR002W	1936.50191162015	-4.65964932928856	0.646308100530071	-7.20964092120606	5.60996136468855e-13	5.63594231783548e-12
YDR064W	YDR064W	7745.16693639515	3.31890824189175	0.460385749480531	7.20897257492566	5.63756134488527e-13	5.65397205427963e-12
YER156C	YER156C	640.854389998933	3.04203140524717	0.422288789938132	7.20367548874041	5.86107628717316e-13	5.86808954085012e-12
YPR149W	YPR149W	5747.89222362699	-2.85640402147824	0.39654728615825	-7.20318640722797	5.88214692588164e-13	5.87913558786498e-12
YML026C	YML026C	5001.8853834417	3.14453316131784	0.436740841853578	7.1999979392174	6.0213469666559e-13	6.00801178598017e-12
YNL162W-A	YNL162W-A	152.162099059474	3.75722835865598	0.521942439841313	7.19854924960365	6.0856565454627e-13	6.06185210659439e-12
YCL035C	YCL035C	2670.85809110015	-2.85629968216338	0.396880271221843	-7.19687998944851	6.16059396734547e-13	6.12607790606832e-12
YNL301C	YNL301C	2277.17716432028	2.81645062898983	0.391413755035628	7.19558419384995	6.21938945546093e-13	6.17406170180249e-12
YMR296C	YMR296C	648.989729043968	3.2428921351958	0.451018277997963	7.19015679273745	6.47169594195885e-13	6.41365873638799e-12
YCR012W	YCR012W	27433.7861114211	-2.79314648549699	0.388487015586305	-7.18980654033331	6.48831908200151e-13	6.41927109177075e-12
YLR401C	YLR401C	1063.80193445894	3.29516256129328	0.458676113220902	7.18407273959416	6.76648344227394e-13	6.68318609129823e-12
YBR002C	YBR002C	288.438928488845	3.17222087299533	0.441640457053821	7.1828131284828	6.82914167242029e-13	6.73371763895045e-12
YMR280C	YMR280C	561.11951198833	-4.06824800651342	0.566738641915545	-7.17834942887072	7.05580391987694e-13	6.94551992583516e-12
YOL082W	YOL082W	992.696378647269	-3.4853760951051	0.485953142760377	-7.1722472568178	7.37765366639892e-13	7.25015394699639e-12
YKL151C	YKL151C	859.042044288705	-3.47643746220311	0.485042520834288	-7.16728392435271	7.65002726967149e-13	7.50522775853701e-12
YLR237W	YLR237W	711.349702100201	3.80627326034089	0.531404128742822	7.16267159862992	7.91197331219893e-13	7.74923539959015e-12
YNL313C	YNL313C	447.189380021537	3.58085033334046	0.499975772098625	7.16204770945202	7.9480748419289e-13	7.77159838884433e-12
YNR046W	YNR046W	433.778431452109	3.12167052285406	0.435918320704962	7.16113632894744	8.00110292704019e-13	7.81040997394574e-12
YFR024C-A	YFR024C-A	720.359356952705	-2.97646870217869	0.415851963237924	-7.15751989963732	8.2149668372607e-13	8.00583373807586e-12
YPR079W	YPR079W	239.627330386264	3.22382986672766	0.450992996890134	7.14829252107658	8.78639237599514e-13	8.54848839637933e-12
YGL187C	YGL187C	2571.7694861705	-2.96383803328614	0.415889316609555	-7.12650677696694	1.02948172112032e-12	9.99946010050031e-12
YLR185W	YLR185W	2653.68877029447	3.4739228433218	0.48763622366084	7.12400489291373	1.04835319486462e-12	1.01659017588113e-11
YBL004W	YBL004W	770.971814648288	2.89751147582651	0.406929026734667	7.1204344872547	1.07587362761581e-12	1.0415523697431e-11
YDR471W	YDR471W	3475.65248244481	3.35485615445792	0.471252159749074	7.11902552604591	1.08692781042576e-12	1.05051752238675e-11
YGR123C	YGR123C	382.342351120682	3.91032217497943	0.549295713624023	7.11879244274593	1.08876720766947e-12	1.05056170268865e-11
YOL128C	YOL128C	220.623004371523	3.28575616287741	0.46195548895948	7.11271159539273	1.13784893865579e-12	1.09611533449128e-11
YOL097C	YOL097C	822.833550825122	3.42011446493934	0.480877875505841	7.11223085766149	1.14182055579586e-12	1.09813513880072e-11
YNL093W	YNL093W	465.382421052336	-3.70185726701066	0.521100100600955	-7.10392736969638	1.21260599758802e-12	1.16430054555296e-11
YNL231C	YNL231C	433.783961660873	3.0810338207426	0.434284205630689	7.09451041690123	1.29810198030024e-12	1.24435078537127e-11
YJR103W	YJR103W	1051.30431883441	-2.92117101078348	0.411874274504621	-7.09238520491939	1.31819976660011e-12	1.2615516393753e-11
YOR382W	YOR382W	611.699423354912	-3.62677003049252	0.511379316970566	-7.09213280657823	1.32060684630309e-12	1.26179352345794e-11
YBR085C-A	YBR085C-A	4938.19905584199	-3.01944155681634	0.425997581073259	-7.08793122535848	1.36131587667306e-12	1.29857118724334e-11
YNL062C	YNL062C	665.342861299709	3.19153704586849	0.450472823483585	7.08486035003794	1.39184585551285e-12	1.32553515052663e-11
YOR079C	YOR079C	62.807287489933	4.47510613185384	0.631739167098685	7.08378768472776	1.40266757550691e-12	1.33367272560779e-11
YDL078C	YDL078C	2933.7007921457	-3.1313076536475	0.44219082290194	-7.08134925346902	1.42757606750133e-12	1.35515608222938e-11
YIR039C	YIR039C	188.223146204331	-3.96009069774207	0.55968022875836	-7.07563085894147	1.48770397104449e-12	1.40994856932161e-11
YCL033C	YCL033C	320.910417119901	-3.31237491810691	0.46871270386973	-7.06696210868551	1.58362170127872e-12	1.4960116619983e-11
YLR142W	YLR142W	1693.4288844599	-4.16486108835102	0.589328959305372	-7.0671244346452	1.5817710629044e-12	1.4960116619983e-11
YJL193W	YJL193W	124.5864713172	3.50863005734542	0.496566371143321	7.06578266519933	1.59713218491123e-12	1.5063451219042e-11
YLL055W	YLL055W	315.095394978764	-3.2960920698278	0.466586647341338	-7.06426574487138	1.61467480096508e-12	1.52044217190554e-11
YIL127C	YIL127C	812.649237864011	2.88795146761626	0.409027517495423	7.06053100119009	1.65867534375888e-12	1.5593678151518e-11
YNL069C	YNL069C	6007.21446676057	3.53490722893831	0.500872889340012	7.05749363595258	1.69532527374012e-12	1.59126925132947e-11
YJL125C	YJL125C	491.724316589031	2.92341716627965	0.414461342630291	7.05353398637085	1.74429878633112e-12	1.63461727864662e-11
YBR269C	YBR269C	1218.65536579249	-3.461707404129	0.491045290772356	-7.04967030369876	1.79342213491557e-12	1.67796700386589e-11
YMR308C	YMR308C	1309.19291947562	2.83407317083814	0.402051239359048	7.04903478311927	1.80163115973133e-12	1.68295912321315e-11
YIL069C	YIL069C	2603.09750600582	2.95728108951785	0.419794127704762	7.04459851710381	1.85997012616715e-12	1.73468869887914e-11
YAL054C	YAL054C	4922.18256320249	-4.98209373909739	0.707280310694417	-7.04401587852192	1.86776846147956e-12	1.73919234958439e-11
YAR035W	YAR035W	1945.91745159744	-4.48583016937831	0.637094243594202	-7.04107785383722	1.90758377262679e-12	1.77344732639288e-11
YNL162W	YNL162W	2062.9939313017	3.41073758773653	0.484463410869628	7.04023773769445	1.91912106912777e-12	1.78134581646297e-11
YDL209C	YDL209C	159.748052752836	3.58277902956652	0.508959890103795	7.03941331965446	1.93050931607126e-12	1.78908118104895e-11
YML054C	YML054C	3577.68739244412	-3.30978006413558	0.470294875386471	-7.03766984791344	1.95481184647281e-12	1.80874138780273e-11
YLR048W	YLR048W	6931.98673128501	3.22314714246189	0.458291372745929	7.03296490865597	2.0219023192923e-12	1.8678678050623e-11
YGL208W	YGL208W	629.725684842779	-3.00586236317411	0.427606925502875	-7.02949878475225	2.07276758604112e-12	1.91184248054218e-11
YDR280W	YDR280W	386.223794921299	3.38956232159369	0.482262815224601	7.0284546404746	2.08833489017393e-12	1.9231725553064e-11
YJR003C	YJR003C	416.115104496263	3.01082230727432	0.428893255212012	7.01998054454366	2.21899142058078e-12	2.04028771590921e-11
YJR120W	YJR120W	221.604168079598	-3.52834554110632	0.502995114100992	-7.0146715985752	2.30489685886778e-12	2.11595311949664e-11
YER015W	YER015W	1533.11745122783	-4.11036655116604	0.586019638587229	-7.01404232983603	2.31529297079069e-12	2.12217072455729e-11
YOR182C	YOR182C	1881.03616533857	2.89404365427245	0.412726496308753	7.0120132343223	2.34912976603127e-12	2.14982078744456e-11
YGL059W	YGL059W	346.686524722573	-3.75806361221026	0.53620597297945	-7.00861945145525	2.40681091679456e-12	2.19917184706174e-11
YNL200C	YNL200C	832.340121590183	-3.85522187386641	0.550710525986056	-7.00045067590378	2.55140446504435e-12	2.32765980557084e-11
YJL153C	YJL153C	26343.8791714681	-4.13164782038731	0.590280595106032	-6.99946407630957	2.56943450178352e-12	2.34046312238663e-11
YMR256C	YMR256C	2210.07371560899	-3.1655917907357	0.452539783444334	-6.99516795328359	2.64941348865759e-12	2.40837907658698e-11
YNL037C	YNL037C	1380.33277321911	-3.69482341551652	0.528207729690854	-6.99501958761376	2.65221872016152e-12	2.40837907658698e-11
YGL047W	YGL047W	177.070175616983	-3.97157986447873	0.568305863590402	-6.98845484258664	2.77930100287554e-12	2.51987089378359e-11
YNL186W	YNL186W	1274.0599739261	3.06171076081116	0.438194895487692	6.98709818927399	2.80629849508014e-12	2.54041580922479e-11
YFL044C	YFL044C	353.939338368256	-3.22205579571809	0.461217749803682	-6.98597527326205	2.82883898875486e-12	2.55686882054587e-11
YDL101C	YDL101C	159.850223559852	-3.96865540638755	0.568221218195436	-6.98434919236429	2.86179461778415e-12	2.58267042779072e-11
YMR304W	YMR304W	470.501500024879	-3.2738619183875	0.46879823650104	-6.98352012333186	2.87874190243885e-12	2.59396789578221e-11
YBL078C	YBL078C	1230.87985767498	-3.74920906828258	0.537830656705394	-6.97098430805196	3.14731079975875e-12	2.83161280402258e-11
YEL029C	YEL029C	232.197227076954	3.25929188857259	0.467677608246119	6.96909971977398	3.18975555457649e-12	2.86539850968627e-11
YMR116C	YMR116C	9317.67049522598	3.23549572232958	0.464398436524207	6.96706850812348	3.23613110157163e-12	2.89917766487549e-11
YBR248C	YBR248C	285.316610684099	3.21087843144142	0.460868300211532	6.96701949335129	3.23725831112954e-12	2.89917766487549e-11
YKR056W	YKR056W	726.570203141287	3.5312864798143	0.50745157563957	6.95886395734139	3.43027556385741e-12	3.06734717213937e-11
YER065C	YER065C	3300.82819025178	-4.28727999647365	0.616139831808536	-6.95829059434337	3.44426210195372e-12	3.07515901389374e-11
YKL187C	YKL187C	1263.28859056723	-4.81402690911634	0.692037685201766	-6.95630745558718	3.49307104180967e-12	3.11399042494356e-11
YGL191W	YGL191W	5277.66872171886	-3.15474722713392	0.453539034378689	-6.95584500561381	3.50454999302306e-12	3.11947557889606e-11
YJL144W	YJL144W	436.926018196373	-3.33762150710907	0.479936669466087	-6.95429567993222	3.54327759429824e-12	3.14916189223138e-11
YBL069W	YBL069W	413.829837043261	2.91741600686912	0.419618004299427	6.95255202821884	3.5873646277988e-12	3.18351433712388e-11
YKL154W	YKL154W	181.533094151328	3.24301209932001	0.467017637278146	6.94408913166707	3.80909961226328e-12	3.37517343858185e-11
YKL117W	YKL117W	1715.04609806907	-2.88647845981504	0.41569663745753	-6.94371375594766	3.81923992230367e-12	3.37904655965749e-11
YBR280C	YBR280C	699.050949000725	-3.7474812269501	0.539980031839287	-6.94003667910716	3.91998150795412e-12	3.46294595657425e-11
YLR284C	YLR284C	1042.10203250579	-4.0598870204532	0.585039912628256	-6.939504353155	3.93477997543185e-12	3.47078408375066e-11
YNL261W	YNL261W	188.153824516919	3.74788829465064	0.540261169186361	6.93717873578625	4.00007620088557e-12	3.52307463287019e-11
YNL201C	YNL201C	635.484081867459	3.11905299098322	0.450006890179776	6.93112274289217	4.17513585822303e-12	3.66623249199584e-11
YMR090W	YMR090W	1211.30283899268	-3.10241238269824	0.447602260405515	-6.93118122300711	4.17340999496207e-12	3.66623249199584e-11
YNL096C	YNL096C	3572.6616744823	2.94916538665744	0.42557343179336	6.92986254858464	4.21249712949774e-12	3.69350234842339e-11
YEL012W	YEL012W	1538.89023119006	-3.84550759118952	0.554965933156347	-6.92926783688928	4.23024232919079e-12	3.70351708850081e-11
YDR072C	YDR072C	862.689909016127	3.09406596872827	0.44663038556519	6.92757606451894	4.28112369306145e-12	3.74246887615834e-11
YBL092W	YBL092W	8055.15507295297	2.99045366552834	0.432042088105645	6.92167209597668	4.46343457716337e-12	3.8960262769666e-11
YDR214W	YDR214W	1113.07823964891	-2.8722934400645	0.415312284546373	-6.91598478287677	4.64624274975136e-12	4.04956008709728e-11
YLR003C	YLR003C	600.756501794719	2.84266180835643	0.411056242200715	6.91550575448599	4.66197115749835e-12	4.05723106529983e-11
YER055C	YER055C	1181.6851397158	3.95413855995698	0.572208036365302	6.91031636863037	4.83574035159435e-12	4.2022153174018e-11
YHL033C	YHL033C	4346.43437860061	3.39024149853856	0.490863472230953	6.90668931450544	4.9609476065112e-12	4.30463261204979e-11
YKL217W	YKL217W	2029.40829849474	-4.1904402767286	0.607487747089987	-6.89798320509645	5.27459805720645e-12	4.5700178729376e-11
YML120C	YML120C	785.227578054718	-3.24736365761828	0.470942610862596	-6.89545516314671	5.36926070359978e-12	4.64516394992377e-11
YOR220W	YOR220W	1884.94238554936	-3.29992585831073	0.478888728318582	-6.89079876633775	5.5479974515732e-12	4.79271697254634e-11
YLR321C	YLR321C	147.438891899393	3.30775318146196	0.480573111838892	6.88293435478524	5.86320509684678e-12	5.05755408722114e-11
YOR289W	YOR289W	888.710040161799	-3.61755547253198	0.525687463501563	-6.8815707501102	5.91961614041973e-12	5.09870466682917e-11
YBR154C	YBR154C	1083.26645329462	3.04753111681999	0.443003567884763	6.87924734189214	6.01696110770538e-12	5.17493997178127e-11
YLL045C	YLL045C	7413.04996561722	3.44536257603557	0.500866655940118	6.87880204276861	6.0357963697226e-12	5.18352776209168e-11
YNR026C	YNR026C	264.902995811627	3.33606271771266	0.48503393197514	6.87799862605003	6.06992558195126e-12	5.20520558323404e-11
YLR406C	YLR406C	2591.73884795425	3.4147848503336	0.496719787343451	6.8746704627905	6.21333209117918e-12	5.32039269854334e-11
YJL034W	YJL034W	5994.93414682461	-3.24173886967564	0.47186729062813	-6.87002242804407	6.41918112187858e-12	5.48863413588947e-11
YBR101C	YBR101C	3646.45020697218	-3.20235297562138	0.466237605639191	-6.86849995986724	6.48804917271233e-12	5.53943207063792e-11
YML063W	YML063W	9519.79781170808	3.25440214771696	0.474028056771333	6.8654209412901	6.62954722930889e-12	5.65200263785475e-11
YOL040C	YOL040C	7976.02414138225	2.88422628071805	0.421031460762808	6.85038185862054	7.3653116812898e-12	6.27014978449336e-11
YCL059C	YCL059C	823.354316399377	2.78058397329724	0.406117684068068	6.84674438562788	7.55495325915037e-12	6.42225852523131e-11
YKR058W	YKR058W	345.190500506364	-3.88395585642069	0.567317699770824	-6.84617430055446	7.58510546064335e-12	6.43854531637509e-11
YBR132C	YBR132C	196.177769953774	-3.57905838323209	0.5233117643602	-6.83924694031643	7.96105536053743e-12	6.74788730053078e-11
YGL121C	YGL121C	988.000467546953	-3.9902428050855	0.58430361645884	-6.82905717624731	8.54745058505898e-12	7.23445347929053e-11
YLR249W	YLR249W	23756.560655157	3.73899074785297	0.548010923036276	6.82283982066807	8.92581637036152e-12	7.54379602903426e-11
YLL024C	YLL024C	2175.37178743304	-3.57670106257851	0.524562858199279	-6.81844131103109	9.20335589631544e-12	7.76715496897976e-11
YGL205W	YGL205W	3523.32398565088	-4.46566708764288	0.654973535509943	-6.81808782421422	9.22602391484129e-12	7.77508231211877e-11
YLR244C	YLR244C	1098.75856466139	2.74539192678672	0.402836779600364	6.81514714100907	9.4167333771985e-12	7.9243976135419e-11
YNR038W	YNR038W	366.345413723645	3.0668216808901	0.450275511889974	6.81098927191823	9.69298606741483e-12	8.14516777573151e-11
YIL074C	YIL074C	296.571203443324	3.0481363894235	0.447555877243864	6.81062755380294	9.7173909772505e-12	8.15397692747223e-11
YMR110C	YMR110C	2951.31594918712	-3.71983484829808	0.546756759418758	-6.80345470671918	1.0213961311393e-11	8.55839361957491e-11
YJL048C	YJL048C	2929.04988432309	-3.70569971036469	0.545043998886415	-6.79890012170732	1.05420868222921e-11	8.82071464545211e-11
YOR298C-A	YOR298C-A	2908.85399476121	-2.9085470291913	0.427848191497616	-6.79808185938659	1.06021212889892e-11	8.85829163903136e-11
YDR075W	YDR075W	152.81173544553	3.22902303755036	0.475093156715159	6.79661028981378	1.07109316522946e-11	8.9364567930897e-11
YGL135W	YGL135W	3461.05959934336	2.78381779893507	0.409660617710227	6.79542450161564	1.07994061092829e-11	8.99745683955477e-11
YDR150W	YDR150W	1046.80461054986	-3.04649512172324	0.448361845805244	-6.79472428402516	1.08519867779029e-11	9.02842138610475e-11
YBL001C	YBL001C	659.974900889174	-3.01340802485611	0.443729296734155	-6.79109548780027	1.11285233687433e-11	9.24535622279851e-11
YLL040C	YLL040C	531.621283039058	-2.97884188862755	0.438743083279816	-6.78949025557113	1.12530431267124e-11	9.33556283189157e-11
YJL042W	YJL042W	1190.28745863593	-2.8215739913528	0.415758946333632	-6.78656230066684	1.14836927284453e-11	9.5134354045975e-11
YLR276C	YLR276C	1054.09101642081	2.84018893224668	0.419060794440215	6.77751049472579	1.22264273521464e-11	1.01144329098194e-10
YPL221W	YPL221W	525.826106024117	2.799962410448	0.413149205689177	6.77712161101064	1.22593693605132e-11	1.01273803024719e-10
YBR161W	YBR161W	175.133955542383	3.37998183659608	0.498849764263944	6.77555063413384	1.23933327298882e-11	1.02092475104016e-10
YER082C	YER082C	784.345782433274	2.77609950803769	0.409722906104673	6.7755535916473	1.2393079188922e-11	1.02092475104016e-10
YDR194C	YDR194C	507.305434235887	2.82362908059761	0.416786456477684	6.7747620795082	1.24611153281997e-11	1.0250667482762e-10
YNL163C	YNL163C	618.085820594818	2.83287742687418	0.418329962054252	6.77187312370131	1.27125604665202e-11	1.04428424477432e-10
YER121W	YER121W	196.623798339649	-4.31844160015532	0.637843496653776	-6.77037803600808	1.28446325676339e-11	1.05365564353826e-10
YPR043W	YPR043W	4288.01121578082	3.07806951646378	0.454943275446346	6.76583144007104	1.32545789148829e-11	1.0857631986639e-10
YKR043C	YKR043C	387.733156619933	3.23077676128621	0.478473848254932	6.75225359352314	1.4556615143359e-11	1.19075551528846e-10
YHL034C	YHL034C	1919.54945569608	-2.72584541766175	0.403874051626601	-6.74924622337934	1.48615201844461e-11	1.21400172552721e-10
YBR063C	YBR063C	314.24642186141	2.99347414150505	0.44391300372369	6.74338015871307	1.54743619322341e-11	1.2623027553913e-10
YMR242C	YMR242C	4714.10116874376	3.44536498410717	0.510988807208015	6.74254491587057	1.55636105915728e-11	1.26781734679891e-10
YDR156W	YDR156W	504.130624340186	2.80413038205326	0.415954750137536	6.7414313242632	1.56833862678252e-11	1.27579990792573e-10
YHR010W	YHR010W	4919.81114245883	3.02497616400241	0.449163681154588	6.73468557436929	1.6428480559909e-11	1.33270928863417e-10
YDR529C	YDR529C	2597.26984846388	-2.71126181246243	0.402581367725867	-6.73469273498178	1.64276715539536e-11	1.33270928863417e-10
YBR298C	YBR298C	15126.7845340639	-3.92545342098579	0.583429611262249	-6.72823824024475	1.71729587359612e-11	1.39117592415664e-10
YGL211W	YGL211W	632.766249908078	2.78007495678863	0.413526682005218	6.72284299360774	1.78212586564776e-11	1.441700441312e-10
YER142C	YER142C	349.291698632532	-3.34925294102757	0.498301641256875	-6.72133636280966	1.80065380682984e-11	1.45467990987619e-10
YER004W	YER004W	915.174310920498	-2.96437685078111	0.441461816017659	-6.71491110493354	1.88180906599696e-11	1.5181481679813e-10
YLR029C	YLR029C	9818.06977950823	3.31801887172665	0.494351380924781	6.71186326114766	1.92154724360039e-11	1.54748310225599e-10
YNL052W	YNL052W	3423.67452525661	-2.7332530204303	0.407235945197326	-6.7117184832638	1.92345517917425e-11	1.54748310225599e-10
YMR194W	YMR194W	1351.5355003526	3.04262615617889	0.45341539114617	6.71046068482051	1.94010915200209e-11	1.55874064516821e-10
YHL011C	YHL011C	1420.23749518483	2.66504715870422	0.39717171851531	6.71006276244085	1.94540721055272e-11	1.56085616879551e-10
YHR097C	YHR097C	3120.00357077692	-3.16029074185874	0.471022931101525	-6.70942014323623	1.95399316186199e-11	1.56560026662458e-10
YDR380W	YDR380W	349.335190311062	-3.95337032834039	0.589262477693523	-6.70901419655054	1.95943607277503e-11	1.56781654074363e-10
YML128C	YML128C	3734.06747558876	-4.05761134519662	0.604985691651129	-6.70695423245891	1.98728556934688e-11	1.58793063842629e-10
YPR102C	YPR102C	2581.28499601504	3.34895479757332	0.499768525577028	6.70101182083575	2.06981295309919e-11	1.65162049949618e-10
YDL037C	YDL037C	142.037733855724	3.59070959027247	0.536395342997353	6.69414758563665	2.1693239796949e-11	1.72867082300313e-10
YPL054W	YPL054W	319.322064346805	-4.45520615138944	0.666673061590302	-6.68274512361705	2.34507240413881e-11	1.86618058030448e-10
YEL066W	YEL066W	132.494264244727	-4.30056222011329	0.644087493905812	-6.67698451034075	2.43908717788902e-11	1.93836276809986e-10
YDL238C	YDL238C	140.153496122223	-4.18590593566036	0.627172195275467	-6.67425304755709	2.48494530585323e-11	1.97213071224693e-10
YDR249C	YDR249C	126.988185451251	3.29616739069988	0.494384830364548	6.66720980955133	2.60712265750603e-11	2.06629464208563e-10
YBR067C	YBR067C	7554.73149398687	-3.88388938047465	0.582608556252061	-6.66637888990137	2.62191856008667e-11	2.07521310897671e-10
YGR200C	YGR200C	676.412945762396	2.77931824182058	0.416929880535916	6.66615268315161	2.62596076016921e-11	2.07560758060878e-10
YOL127W	YOL127W	8764.63031511333	3.14734367200212	0.472187742807652	6.66544974947435	2.63856079908786e-11	2.08275614558728e-10
YJR148W	YJR148W	694.773320010371	-2.9664458382199	0.445094262796848	-6.66475865040267	2.65100639035725e-11	2.08976371848216e-10
YKL185W	YKL185W	379.737547263939	-3.61794013297404	0.54304401993285	-6.66233307093855	2.69514363790958e-11	2.12170111387586e-10
YNL134C	YNL134C	875.200416199451	-2.71989201935151	0.408264392732235	-6.66208483465613	2.69970105703317e-11	2.12243611960312e-10
YPL263C	YPL263C	506.352652010505	3.36556457413667	0.505799924585596	6.65394439687608	2.85340509958632e-11	2.24026724775832e-10
YHR069C	YHR069C	565.798698972598	2.77812479029585	0.417540526678638	6.65354525558196	2.8611578296457e-11	2.24334690873291e-10
YOL052C-A	YOL052C-A	4050.4489984802	-4.4637810022103	0.671045178681745	-6.65198282324196	2.89170457630785e-11	2.26426653789239e-10
YML073C	YML073C	4274.45598406187	2.63514831085896	0.39667212909192	6.64313955430007	3.0707083912999e-11	2.40122016660127e-10
YJR132W	YJR132W	609.189170011017	2.78352777350149	0.419229596955126	6.63962609920273	3.14479863269065e-11	2.45587807888922e-10
YGR138C	YGR138C	1154.68697190202	2.9459005786701	0.444048115953222	6.63419227068725	3.26284291397982e-11	2.54466989975763e-10
YDR370C	YDR370C	170.12692417996	3.0859606932611	0.465180699752164	6.63389666618846	3.26938750527099e-11	2.5463833269112e-10
YOR084W	YOR084W	739.788939173162	-3.03671582065112	0.458089435002873	-6.62908940615945	3.37763967271838e-11	2.62720259802278e-10
YER079W	YER079W	1090.4699448316	-2.6840889215019	0.404998126466598	-6.62741071154874	3.41626146808966e-11	2.65371928628662e-10
YML022W	YML022W	1124.53849986417	3.2146444970435	0.485176904776554	6.62571623957244	3.45568446129789e-11	2.68078727017506e-10
YMR177W	YMR177W	118.91908497562	3.74665570562519	0.56584691507403	6.62132390548601	3.55995937630456e-11	2.75802672844124e-10
YDL113C	YDL113C	506.656498015426	-3.00939386608098	0.454942068503533	-6.61489467434821	3.71816380548864e-11	2.87678803285957e-10
YEL024W	YEL024W	1985.18113475338	-2.61039429991573	0.394684456291235	-6.61387662550749	3.74383798112223e-11	2.89283100995157e-10
YPL119C	YPL119C	327.784255257396	-4.5034897355449	0.681414832320211	-6.60902804274241	3.86851443000112e-11	2.98522911943565e-10
YDL222C	YDL222C	1543.95948955469	-4.12562177507615	0.624535635114188	-6.60590291908937	3.95101752766323e-11	3.04488284993731e-10
YOL048C	YOL048C	325.306521768751	-3.3965825503219	0.514280011324185	-6.60453930841346	3.98755400288377e-11	3.06900181273197e-10
